Subject,Area,Perimeter,BoundingBoxWidth,BoundingBoxHeight,CentroidX,CentroidY,SkeletonLength,MeanThickness,MaxThickness,MinThickness,StdThickness
s0045.png,7429.5,677.0264722108841,104,206,96,140,280,23.66508165274335,34.92849839314596,2.8284271247461903,5.903357066509223
s0046.png,2316.5,397.9482653141022,98,133,104,116,158,12.91499002505242,24.0,4.0,4.8457727624657245
s0047.png,534.0,117.39696824550629,28,45,44,98,36,11.963259962875044,17.88854381999832,6.324555320336759,3.4628777298342652
s0048.png,3898.5,487.2030990123749,115,143,92,84,199,17.914229217203793,28.635642126552707,5.656854249492381,5.228928961665595
s0049.png,7367.5,816.7320969104767,163,222,97,124,307,20.04251537946052,32.984845004941285,6.324555320336759,4.776897518528627
s0050.png,1190.0,198.99494755268097,68,50,32,73,67,14.28974047412445,20.396078054371138,4.0,3.229579361745326
s0051.png,1006.5,152.95331716537476,59,35,123,119,56,16.04515445902707,21.633307652783937,5.656854249492381,4.572762976921772
s0052.png,5468.0,616.014279961586,86,191,106,143,228,18.865171994036306,36.87817782917155,6.0,6.766793639660074
s0053.png,6831.5,655.3107438087463,107,205,102,139,243,23.48918909197686,31.304951684997057,14.0,3.686641986237422
s0054.png,2967.0,497.6711357831955,107,173,54,185,201,13.612036859426919,21.2602916254693,2.8284271247461903,4.364717745205795
s0055.png,3612.5,411.40410912036896,110,124,101,81,158,20.30887094643307,27.85677655436824,8.0,3.786102350400582
s0056.png,5475.0,667.4112501144409,133,175,62,111,271,18.647155697967527,28.284271247461902,10.0,3.059587415104344
s0057.png,5769.0,651.0092302560806,119,205,113,160,233,19.976018499608454,30.066592756745816,10.0,4.527158666315557
s0058.png,5452.0,612.7838317155838,91,194,107,148,225,20.20595970741368,27.784887978899608,6.0,5.1297902352757445
s0059.png,3198.0,467.2447291612625,108,147,91,71,185,15.592314801845001,20.0,5.656854249492381,2.8003359231219793
s0061.png,6739.5,707.0264732837677,115,215,69,118,280,20.85089664789758,36.76955262170047,5.656854249492381,6.7069341819903485
s0062.png,1168.0,215.1370828151703,47,82,93,102,77,12.722017408440925,19.697715603592208,6.324555320336759,2.966415970270642
s0063.png,7128.5,670.8254637718201,119,199,103,129,247,24.049770616991736,32.55764119219941,16.1245154965971,4.9193115765816176
s0066.png,1017.5,240.208150267601,47,93,80,122,86,10.409113344269645,18.0,2.8284271247461903,3.5730433045115886
s0067.png,931.5,201.37972331047058,58,68,221,118,71,11.18974938546522,15.231546211727817,6.0,2.517698247433282
s0068.png,5442.0,552.6173119544983,87,176,93,161,208,22.499229642785526,30.0,16.0,3.2927735708507755
s0069.png,3613.5,466.7178167104721,117,150,96,201,177,17.43463784803618,28.0,6.0,6.7539117562919895
s0070.png,5728.5,597.6295073032379,106,191,102,150,230,21.146263259328208,36.0,8.94427190999916,5.7058995169579285
s0071.png,4413.5,540.7422013282776,93,172,121,152,208,18.75755572971088,25.298221281347036,10.0,4.000032111489157
s0072.png,2991.0,481.24472868442535,72,177,50,141,189,13.834809127547985,22.0,6.324555320336759,3.34682401800417
s0074.png,2714.5,378.4335459470749,126,103,205,215,150,16.140513371991567,24.413111231467404,4.0,3.8562280476170034
s0075.png,6249.0,682.7249562740326,113,200,74,138,264,20.463352233425272,28.071337695236398,12.0,4.423731138863499
s0076.png,6368.0,692.9848455190659,119,193,96,164,292,20.16446623702592,29.732137494637012,2.8284271247461903,4.719217488589495
s0077.png,6237.0,652.3818130493164,117,184,76,120,260,21.330522416252624,28.635642126552707,5.656854249492381,3.767416732239705
s0078.png,6106.5,696.1980447769165,131,193,59,121,280,19.765301348102494,28.635642126552707,8.0,3.851345559502256
s0080.png,5788.5,715.5117523670197,110,188,79,131,327,17.325288677559758,30.066592756745816,2.0,6.468422407911434
s0081.png,100.5,41.21320295333862,15,12,82,222,9,7.70201078935956,8.94427190999916,6.0,1.2521655998620171
s0082.png,2749.5,347.6051195859909,134,60,82,41,119,19.02734265545697,26.076809620810597,16.0,2.2328102373156113
s0083.png,1601.0,235.9655100107193,40,70,83,204,83,16.333882787857497,26.0,10.0,3.78321381995155
s0084.png,737.0,155.68123853206635,41,57,54,211,54,11.46929150714957,16.1245154965971,4.0,3.0689273837922086
s0085.png,1324.0,166.3675308227539,60,35,111,119,51,19.578751276838915,28.0,8.0,5.213664964422542
s0086.png,327.5,71.35533821582794,26,19,121,141,9,16.247545814881615,17.88854381999832,13.416407864998739,1.4964882944898614
s0087.png,5450.5,614.4579313993454,84,195,86,149,251,19.478302920025822,29.120439557122072,5.656854249492381,4.972243497210708
s0088.png,6210.0,711.5533847808838,121,199,90,136,295,19.16035109114246,29.5296461204668,2.0,5.33484836533384
s0089.png,6330.0,669.2691153287888,101,203,93,131,249,21.175218928215646,28.635642126552707,4.0,5.461407402127901
s0090.png,6949.5,664.8254626989365,110,197,84,118,268,22.927230536894847,31.04834939252005,4.0,4.293210004982561
s0091.png,5801.0,620.9848431348801,103,187,96,138,250,20.3534722697628,34.0,4.0,5.091970793710097
s0092.png,6483.5,649.0853480100632,98,203,108,133,248,22.174268439797245,32.984845004941285,12.0,6.52255736990354
s0093.png,2315.5,287.3208478689194,87,83,86,82,106,18.361894413131527,28.844410203711913,4.0,7.611515826932941
s0094.png,1829.0,315.0193341970444,74,78,120,219,118,13.345249569426114,21.2602916254693,2.0,4.150463567848441
s0096.png,1425.0,229.42135334014893,84,62,56,85,77,14.686094595061164,23.323807579381203,5.656854249492381,4.367135479712297
s0097.png,5200.0,587.8721438646317,93,186,90,142,240,19.712951078012814,28.635642126552707,8.94427190999916,3.041308895175442
s0098.png,5312.5,687.1097337007523,118,188,130,121,279,16.95781531639696,24.08318915758459,2.0,3.8018423259410463
s0099.png,6083.5,647.653892159462,108,201,94,144,244,21.11004851867249,32.0,13.416407864998739,4.266370484740387
s0100.png,2342.0,328.87719786167145,118,77,90,61,121,16.53520350289924,21.2602916254693,4.47213595499958,2.983470245282419
s0101.png,4842.0,573.3868634700775,87,198,67,174,224,18.837528611496502,30.0,2.8284271247461903,5.2017525985733855
s0102.png,6324.5,744.6244523525238,124,209,107,130,297,18.73014828360009,30.0,2.0,5.175349155085686
s0103.png,2669.5,443.8893892765045,140,95,106,62,177,13.654264193976038,22.0,4.0,4.119890617435728
s0104.png,4749.5,500.5168060064316,83,161,111,160,191,21.547382497133743,28.071337695236398,6.324555320336759,3.9424317692508835
s0105.png,3304.0,535.6711331605911,88,184,40,133,223,13.863052418918084,20.0,2.0,3.7945668094770832
s0106.png,6592.0,681.2102383375168,118,204,53,128,265,21.30914935966308,33.52610922848042,8.0,4.7665662239782645
s0107.png,5888.0,706.6660841703415,113,214,91,128,289,18.787105902811202,32.55764119219941,2.8284271247461903,5.410455202566472
s0108.png,3475.5,464.03152561187744,92,169,95,184,184,17.23011834372026,24.08318915758459,4.0,5.203800880176429
s0109.png,12813.5,757.5950133800507,111,197,116,134,384,36.84395618552768,65.11528238439882,2.0,15.697066369195108
s0110.png,872.0,198.30865561962128,73,51,76,211,71,10.966488057692949,14.422205101855956,7.211102550927978,1.7331316494371547
s0111.png,144.0,47.455843567848206,15,16,220,249,9,9.897590017156245,12.165525060596439,6.324555320336759,1.7107310546014902
s0112.png,5454.0,598.9848428964615,93,184,153,138,240,20.195623944441216,30.0,2.8284271247461903,4.268501707630646
s0113.png,6216.0,667.1269781589508,112,201,89,161,263,20.717616287013126,29.732137494637012,8.94427190999916,4.546021001163959
s0114.png,5382.0,461.1025916337967,130,127,155,95,195,25.793365046924578,35.38361202590826,7.211102550927978,6.412708661447392
s0115.png,541.0,118.56854140758514,34,34,112,236,47,11.642538701307638,19.697715603592208,6.0,4.108141246774201
s0116.png,1669.5,242.83556747436523,91,43,56,36,86,16.2956789643359,22.627416997969522,6.324555320336759,4.251911813295812
s0117.png,6249.0,650.6416954994202,89,217,86,129,269,20.93352232001287,29.5296461204668,4.47213595499958,3.5930933549587287
s0118.png,935.0,129.3969682455063,37,41,117,129,35,19.739642044090687,25.059928172283335,8.94427190999916,3.847554395757159
s0119.png,1507.5,205.722869515419,76,52,140,244,63,18.26535154631111,24.0,10.0,3.4034221154625555
s0120.png,2473.5,293.6639951467514,73,106,87,201,103,19.18804801572418,31.04834939252005,2.0,5.637373359536074
s0121.png,1847.0,348.53405117988586,93,92,76,198,148,12.298244838667731,24.413111231467404,4.0,5.096017082428069
s0122.png,3058.0,271.76449954509735,95,68,85,66,89,27.962758351977076,36.0,17.88854381999832,3.9682573879791225
s0123.png,5831.0,625.6122598648071,106,195,136,133,236,20.70808768536222,32.984845004941285,4.0,5.556079523331804
s0124.png,3993.0,397.36247873306274,97,124,111,115,135,22.541431446615658,32.55764119219941,10.198039027185569,6.620015791391084
s0125.png,6021.5,659.452879190445,112,201,119,147,249,20.47668392314902,30.463092423455635,8.0,4.518435446583739
s0126.png,487.5,110.81118178367615,36,34,101,97,30,11.836464095330898,18.867962264113206,5.656854249492381,4.430739334837458
s0127.png,3372.0,385.1614673137665,99,118,104,100,160,19.12548427595531,28.0,2.0,4.487855970303222
s0128.png,1521.0,182.5096664428711,69,43,83,225,58,20.448056506759215,26.90724809414742,10.0,4.684650532710376
s0129.png,6293.0,637.955404996872,109,206,92,138,272,21.35145927117971,30.0,4.0,4.478433148071137
s0130.png,6343.0,651.4701242446899,96,215,90,132,250,21.92904862779296,32.55764119219941,14.560219778561036,4.179572499657311
s0131.png,951.0,228.65180146694183,40,92,100,217,83,9.972678854690264,17.88854381999832,4.47213595499958,3.213846448001866
s0132.png,5568.0,597.3868622779846,92,183,92,147,237,20.84515865134615,28.0,12.0,3.5355986546301064
s0133.png,3525.0,461.1025927066803,93,138,84,206,199,16.76931131709055,26.832815729997478,2.0,6.679771229551364
s0134.png,6798.0,648.2985520362854,115,193,110,146,244,23.705864655190066,33.1058907144937,12.649110640673518,5.549997545322786
s0135.png,5358.0,662.0975412130356,96,210,93,145,261,17.278500702000812,30.0,2.8284271247461903,5.4832873635147825
s0136.png,5419.5,574.8843402862549,97,184,116,148,203,21.55817051986083,26.832815729997478,16.0,3.1378765205594386
s0137.png,2147.5,269.32084929943085,66,91,81,96,106,18.115170045179454,30.528675044947494,2.0,8.076932626271395
s0138.png,6025.5,695.9970378875732,113,218,97,149,278,19.194258344921337,28.284271247461902,2.8284271247461903,3.4803477827850577
s0139.png,5677.5,709.4528802633286,110,199,64,114,304,17.546345444144933,26.0,2.8284271247461903,5.310810571198661
s0140.png,6118.0,672.582820057869,105,209,120,131,261,20.398707343609594,28.635642126552707,8.94427190999916,4.090922950528723
s0141.png,393.5,103.49747347831726,42,20,100,223,36,9.547500406495262,15.231546211727817,2.8284271247461903,3.584025109841285
s0143.png,1196.5,157.43859827518463,45,53,48,309,39,20.99145210231769,24.166091947189145,14.0,2.2814671775539104
s0144.png,5271.5,627.8549003601074,95,191,94,154,250,18.54858432071257,27.85677655436824,5.656854249492381,4.466544491820907
s0145.png,3658.0,425.7888835668564,97,136,109,196,179,18.841605841963794,28.0,2.0,6.435718320565499
s0146.png,2195.0,382.39191567897797,97,84,82,222,147,13.198002464834785,24.166091947189145,2.8284271247461903,5.756080161826395
s0147.png,178.5,53.21320307254791,15,18,97,83,8,11.201304149126447,12.649110640673518,8.0,1.4250562651217134
s0148.png,983.0,172.50966572761536,67,39,107,215,61,13.985391919772537,17.08800749063506,4.47213595499958,3.0432337844395856
s0149.png,1221.0,178.36753153800964,70,37,135,232,62,17.145989268141516,20.8806130178211,10.0,2.3586943662861692
s0150.png,6115.5,651.310743689537,105,205,103,135,246,20.90872789778898,29.5296461204668,10.198039027185569,3.569845498507268
s0151.png,6475.0,663.4112483263016,103,206,84,162,257,21.5950946471355,36.05551275463989,8.0,5.174215858403367
s0152.png,2361.0,307.2792181968689,97,67,85,69,113,17.577412565633562,26.0,7.211102550927978,4.8580797830957
s0153.png,43.5,25.55634880065918,10,8,199,113,1,7.211102550927978,7.211102550927978,7.211102550927978,0.0
s0154.png,112.5,40.3847758769989,15,11,45,249,7,9.52269620489533,10.770329614269007,8.0,0.8641923500260025
s0155.png,3872.5,433.5462431907654,71,141,114,181,189,20.576490503406983,36.87817782917155,6.0,6.756113942218503
s0156.png,1020.5,148.4680359363556,57,33,107,57,51,17.111781654983098,22.0,6.324555320336759,4.0548527165568204
s0157.png,72.0,32.97056245803833,11,11,192,260,4,7.774911592731574,8.94427190999916,6.0,1.2452910202872978
s0158.png,4588.0,570.6416971683502,100,179,99,179,230,18.140844235621856,26.076809620810597,8.94427190999916,4.320450457768908
s0159.png,5093.0,588.0975407361984,92,173,106,155,228,19.174255515588523,32.2490309931942,10.0,4.41455278597006
s0160.png,1574.5,284.8355669975281,95,73,89,58,102,12.810582776639581,20.0,4.0,3.850992780239087
s0161.png,5605.5,642.9675974845886,104,194,98,129,245,19.470279583326462,28.635642126552707,2.8284271247461903,4.137687499686244
s0163.png,1021.5,221.09545302391052,69,62,115,202,84,11.07356524914649,15.620499351813308,2.8284271247461903,2.9912507825864045
s0164.png,2145.5,255.17871260643005,83,73,88,76,85,19.647621735377044,26.0,12.0,3.303352329698988
s0165.png,505.5,108.81118190288544,25,44,96,176,36,12.221914424062529,16.0,6.0,2.463585244179042
s0166.png,443.5,105.982754945755,42,25,134,213,35,10.806161620033963,14.142135623730951,5.656854249492381,2.298698305312773
s0167.png,1635.5,233.6639939546585,88,60,113,201,81,16.522402160205374,22.360679774997898,4.0,4.45530392109004
s0168.png,809.0,154.85281217098236,59,35,68,59,52,12.82555766866746,16.0,5.656854249492381,2.4109671908546657
s0169.png,132.5,56.72792184352875,8,25,114,150,19,6.993050357916861,8.0,4.0,1.1887119774457868
s0170.png,6508.5,713.5950119495392,118,203,102,161,277,20.46904024636496,32.0,12.0,4.13931333174906
s0171.png,1945.0,235.4802290201187,93,49,157,236,79,19.970022596482927,24.0,14.0,2.398991354981862
s0172.png,2210.5,298.1492762565613,88,91,138,204,109,17.570653559500848,22.0,7.211102550927978,2.7572465833432456
s0173.png,338.5,85.8406195640564,24,30,80,68,24,10.68670169957506,13.416407864998739,6.0,1.9902445706410472
s0174.png,5910.0,631.6711344718933,93,203,93,129,249,20.65392781113805,30.0,7.211102550927978,4.527648763066316
s0176.png,1137.5,242.89444255828857,86,56,101,207,99,10.880593896666806,18.0,2.0,3.5839921439841755
s0177.png,184.5,64.87005710601807,11,29,93,202,25,7.714538156031766,10.770329614269007,4.0,2.1179945795799364
s0179.png,5298.5,720.2813042402267,126,190,140,145,294,16.316049326097797,25.612496949731394,5.656854249492381,4.53903744410154
s0180.png,533.5,111.63960897922516,33,38,115,79,33,12.584181191773045,18.867962264113206,4.0,4.651707614696513
s0181.png,6677.5,694.0559093952179,106,206,103,141,270,21.342596338101764,31.04834939252005,5.656854249492381,5.706807831259013
s0182.png,3454.0,359.5046133995056,109,94,113,63,142,21.212236570423077,32.0,2.8284271247461903,6.468681208856585
s0183.png,4141.5,614.6000671386719,91,194,62,130,265,14.895333906528966,24.166091947189145,2.0,4.378417207961202
s0184.png,4781.5,590.3990551233292,95,190,77,126,228,18.510906382411328,26.0,12.649110640673518,3.481131242306854
s0185.png,5769.0,659.8965313434601,125,185,108,116,257,19.735367809183614,34.92849839314596,6.0,5.492981429504118
s0186.png,533.5,92.66904652118683,25,33,34,101,14,18.165554377542282,22.360679774997898,14.0,3.0258042401007237
s0187.png,68.0,32.14213526248932,11,10,159,56,4,7.925881263349656,8.246211251235321,7.211102550927978,0.42474250938995245
s0188.png,3612.5,549.9137746095657,93,182,52,157,203,15.13095962333292,22.360679774997898,6.324555320336759,4.0852819801532005
s0189.png,518.0,107.39696884155273,33,35,93,232,31,12.6879651805502,16.0,6.0,2.696962011833817
s0190.png,262.5,88.66904652118683,37,18,119,182,32,7.82924257474105,10.0,2.8284271247461903,1.7544117834368689
s0191.png,4795.0,600.4406863451004,99,183,151,132,230,17.794544077621605,27.202941017470888,4.0,4.73261865466165
s0192.png,5735.5,613.7127666473389,90,201,91,135,242,20.769061184444453,27.85677655436824,2.8284271247461903,3.5977240274873514
s0193.png,358.0,110.76955187320709,50,14,186,91,45,8.603614145442188,12.0,2.8284271247461903,2.0923249356510296
s0194.png,3170.5,401.54624485969543,88,120,63,207,159,17.597843277292736,26.076809620810597,2.0,6.014777403027367
s0195.png,609.5,157.78174436092377,61,35,88,188,63,9.356438206301888,14.560219778561036,4.0,2.69271515116343
s0196.png,43.5,32.38477575778961,14,7,60,239,9,4.420649383776038,5.656854249492381,4.0,0.6766528103248651
s0198.png,1159.5,193.78174448013306,80,32,97,74,75,14.342155702858479,22.0,4.0,5.175187899483849
s0199.png,2498.0,260.99494671821594,97,50,101,69,98,22.418908590437287,30.0,10.0,5.3988554022527175
s0200.png,5829.5,685.0264726877213,102,191,108,147,303,18.30173881037581,31.622776601683793,2.0,6.589582243249277
s0201.png,622.5,141.35533833503723,62,16,116,108,52,11.468846390548292,14.0,8.0,2.287967053792131
s0202.png,5793.0,711.4112502336502,111,213,82,162,290,17.614981964462004,31.04834939252005,2.8284271247461903,5.578468153839585
s0203.png,7147.0,721.695521235466,113,220,109,137,288,21.84632541105098,30.0,2.0,4.370260535206034
s0204.png,5300.5,687.7127647399902,100,208,90,142,279,17.17886587676395,27.202941017470888,5.656854249492381,5.743424554313762
