File,X1,Y1,X2,Y2
s0143.png,282,213,512,402
s0144.png,217,283,472,448
s0145.png,226,286,512,413
s0146.png,0,0,361,171
s0147.png,6,289,507,476
s0148.png,204,282,512,441
s0149.png,195,279,512,402
s0150.png,79,0,433,151
s0151.png,0,0,437,136
s0152.png,0,0,316,260
s0153.png,13,1,466,267
s0154.png,57,463,512,512
s0155.png,140,262,512,512
s0156.png,0,359,409,512
s0157.png,4,437,382,486
s0158.png,58,45,383,191
s0159.png,47,41,355,151
s0160.png,0,20,393,160
s0161.png,0,0,359,327
s0162.png,72,55,366,148
s0163.png,0,391,478,512
s0164.png,0,273,309,437
s0165.png,149,455,475,512
s0166.png,0,280,340,412
s0167.png,217,119,392,200
s0168.png,89,0,362,145
s0169.png,272,290,485,425
s0170.png,126,34,416,234
s0171.png,20,63,386,167
s0172.png,58,54,450,213
s0173.png,229,278,496,380
s0174.png,0,180,219,252
s0175.png,75,454,437,512
s0176.png,111,386,396,512
s0177.png,87,443,497,512
s0178.png,182,56,435,183
s0179.png,234,289,469,410
s0180.png,283,305,466,467
s0181.png,236,252,512,423
s0182.png,269,266,512,437
s0183.png,65,30,386,147
s0184.png,263,189,512,264
s0185.png,223,300,512,398
s0186.png,97,426,453,512
s0187.png,1,0,436,150
s0188.png,240,293,495,389
s0189.png,46,241,444,512
s0190.png,0,49,355,139
s0191.png,20,260,327,459
s0192.png,228,272,480,416
s0193.png,173,0,463,48
s0194.png,70,380,512,512
s0195.png,27,283,419,496
s0196.png,224,378,490,452
s0197.png,321,206,485,344
s0198.png,31,461,512,512
s0199.png,152,423,440,512
s0200.png,55,5,327,163
s0201.png,128,469,416,512
s0202.png,26,316,224,456
s0203.png,229,324,512,452
s0204.png,233,301,491,392
s0205.png,120,451,444,512
